mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
142	121	1929/8	1929/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1868							
142	121	965/4	965/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1869							
142	121	1931/8	1931/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1870							
142	121	483/2	483/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1871							
143	122	485/2	485/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1872							
143	122	1949/8	1949/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1873							
143	122	975/4	975/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1874							
143	122	1951/8	1951/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1875							
143	122	244	244	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1876							
143	122	1953/8	1953/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1877							
143	122	977/4	977/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1878							
143	122	1955/8	1955/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1879							
143	122	485/2	485/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1880							
143	122	1941/8	1941/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1881							
143	122	971/4	971/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1882							
143	122	1943/8	1943/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1883							
143	122	243	243	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1884							
143	122	1945/8	1945/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1885							
143	122	973/4	973/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1886							
143	122	1947/8	1947/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1887							
143	122	487/2	487/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1888							
144	123	489/2	489/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1889							
144	123	245	245	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1890							
144	123	491/2	491/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1891							
144	123	246	246	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1892							
144	123	489/2	489/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1893							
144	123	245	245	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1894							
144	123	491/2	491/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1895							
144	123	246	246	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1896							
145	124	493/2	493/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1897							
145	124	495/2	495/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1898							
145	124	493/2	493/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1899							
145	124	247	247	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1900							
145	124	495/2	495/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1901							
146	124	248	248	0.125	0	3/8	Chord	2/4	1	1	1/32		1/32	1	1902							
146	124	1985/8	1985/8	0.125	1/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1903							
146	124	993/4	993/4	0.125	1/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1904							
146	124	1987/8	1987/8	0.125	3/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1905							
146	124	248	248	0.5	0	3/8	Chord	2/4	2	1	1/8		1/8	1	1906							
147	125	497/2	497/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1907							
147	125	1989/8	1989/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1908							
147	125	995/4	995/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1909							
147	125	1991/8	1991/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1910							
147	125	249	249	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1911							
147	125	1993/8	1993/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1912							
147	125	997/4	997/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1913							
147	125	1995/8	1995/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1914							
147	125	1997/8	1997/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1915							
147	125	999/4	999/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1916							
147	125	1999/8	1999/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1917							
147	125	250	250	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1918							
147	125	2001/8	2001/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1919							
147	125	1001/4	1001/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1920							
147	125	2003/8	2003/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1921							
147	125	497/2	497/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1922							
147	125	249	249	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1923							
147	125	499/2	499/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1924							
147	125	250	250	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1925							
148	126	501/2	501/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1926							
148	126	2005/8	2005/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1927							
148	126	1003/4	1003/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1928							
148	126	2007/8	2007/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1929							
148	126	251	251	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1930							
148	126	2009/8	2009/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1931							
148	126	1005/4	1005/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1932							
148	126	2011/8	2011/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1933							
148	126	503/2	503/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1934							
148	126	2013/8	2013/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1935							
148	126	1007/4	1007/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1936							
148	126	2015/8	2015/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1937							
148	126	1009/4	1009/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1938							
148	126	501/2	501/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1939							
149	127	505/2	505/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1940							
149	127	2021/8	2021/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1941							
149	127	1011/4	1011/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1942							
149	127	2023/8	2023/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1943							
149	127	253	253	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1944							
149	127	2025/8	2025/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1945							
149	127	1013/4	1013/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1946							
149	127	2027/8	2027/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1947							
149	127	2029/8	2029/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1948							
149	127	1015/4	1015/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1949							
149	127	2031/8	2031/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1950							
149	127	254	254	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1951							
149	127	2033/8	2033/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1952							
149	127	1017/4	1017/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1953							
149	127	2035/8	2035/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1954							
149	127	505/2	505/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1955							
149	127	253	253	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1956							
149	127	507/2	507/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1957							
149	127	254	254	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1958							
150	128	509/2	509/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1959							
150	128	2037/8	2037/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1960							
150	128	1019/4	1019/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1961							
150	128	2039/8	2039/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1962							
150	128	255	255	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1963							
150	128	2041/8	2041/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1964							
150	128	1021/4	1021/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1965							
150	128	2043/8	2043/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1966							
150	128	511/2	511/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1967							
150	128	2045/8	2045/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1968							
150	128	1023/4	1023/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1969							
150	128	2047/8	2047/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1970							
150	128	256	256	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1971							
150	128	1025/4	1025/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1972							
150	128	509/2	509/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1973							
151	129	513/2	513/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1974							
151	129	2061/8	2061/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1975							
151	129	1031/4	1031/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1976							
151	129	2063/8	2063/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1977							
151	129	258	258	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1978							
151	129	2065/8	2065/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1979							
151	129	1033/4	1033/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1980							
151	129	2067/8	2067/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1981							
151	129	513/2	513/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1982							
151	129	2053/8	2053/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1983							
151	129	1027/4	1027/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1984							
151	129	2055/8	2055/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1985							
151	129	257	257	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1986							
151	129	2057/8	2057/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1987							
151	129	1029/4	1029/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1988							
151	129	2059/8	2059/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1989							
151	129	515/2	515/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1990							
152	130	517/2	517/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1991							
152	130	2077/8	2077/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1992							
152	130	1039/4	1039/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1993							
152	130	2079/8	2079/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1994							
152	130	260	260	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1995							
152	130	2081/8	2081/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1996							
152	130	1041/4	1041/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1997							
152	130	2083/8	2083/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1998							
152	130	517/2	517/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1999							
152	130	2069/8	2069/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2000							
152	130	1035/4	1035/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2001							
152	130	2071/8	2071/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2002							
152	130	259	259	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	2003							
152	130	2073/8	2073/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	2004							
152	130	1037/4	1037/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2005							
152	130	2075/8	2075/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2006							
152	130	519/2	519/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2007							
153	131	521/2	521/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2008							
153	131	261	261	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2009							
153	131	523/2	523/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2010							
153	131	262	262	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2011							
153	131	521/2	521/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2012							
153	131	261	261	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2013							
153	131	523/2	523/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2014							
153	131	262	262	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2015							
154	132	525/2	525/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2016							
154	132	527/2	527/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2017							
154	132	525/2	525/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2018							
154	132	263	263	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2019							
154	132	527/2	527/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2020							
155	132	264	264	0.25	0	3/8	Chord	2/4	1	1	1/16		1/16	1	2021							
155	132	1057/4	1057/4	0.25	1/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2022							
156	133	529/2	529/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2023							
156	133	2117/8	2117/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2024							
156	133	1059/4	1059/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2025							
156	133	2119/8	2119/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2026							
156	133	265	265	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2027							
156	133	531/2	531/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	2028							
156	133	2125/8	2125/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2029							
156	133	1063/4	1063/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2030							
156	133	2127/8	2127/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2031							
156	133	266	266	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2032							
156	133	529/2	529/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2033							
156	133	2117/8	2117/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2034							
156	133	1059/4	1059/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2035							
156	133	2119/8	2119/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2036							
156	133	265	265	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2037							
156	133	531/2	531/2	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	2038							
156	133	2125/8	2125/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	2039							
156	133	1063/4	1063/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	2040							
156	133	2127/8	2127/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	2041							
156	133	266	266	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2042							
157	134	533/2	533/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2043							
157	134	2133/8	2133/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2044							
157	134	1067/4	1067/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2045							
157	134	2135/8	2135/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2046							
157	134	267	267	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2047							
157	134	535/2	535/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	2048							
157	134	2141/8	2141/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2049							
157	134	1071/4	1071/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2050							
157	134	2143/8	2143/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2051							
157	134	268	268	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2052							
157	134	533/2	533/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2053							
157	134	2133/8	2133/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2054							
157	134	1067/4	1067/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2055							
157	134	2135/8	2135/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2056							
157	134	267	267	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2057							
157	134	535/2	535/2	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	2058							
157	134	2141/8	2141/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	2059							
157	134	1071/4	1071/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	2060							
157	134	2143/8	2143/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	2061							
157	134	268	268	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2062							
158	135	537/2	537/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2063							51
158	135	2149/8	2149/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2064							
158	135	1075/4	1075/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2065							52
158	135	2151/8	2151/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2066							
158	135	269	269	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	2067							53
158	135	2153/8	2153/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	2068							
158	135	1077/4	1077/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2069							54
158	135	2155/8	2155/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2070							
158	135	539/2	539/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2071							
158	135	1079/4	1079/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2072							
158	135	270	270	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2073							
158	135	1081/4	1081/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2074							
158	135	537/2	537/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2075							
158	135	2149/8	2149/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2076							
158	135	1075/4	1075/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2077							
158	135	2151/8	2151/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2078							
158	135	269	269	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	2079							
158	135	2153/8	2153/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	2080							
158	135	1077/4	1077/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2081							
158	135	2155/8	2155/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2082							
158	135	539/2	539/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2083							
158	135	1079/4	1079/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2084							
158	135	270	270	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2085							
158	135	1081/4	1081/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2086							
159	136	541/2	541/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2087							
159	136	2165/8	2165/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2088							
159	136	1083/4	1083/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2089							
159	136	2167/8	2167/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2090							
159	136	271	271	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	2091							
159	136	2169/8	2169/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	2092							
159	136	1085/4	1085/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2093							
159	136	2171/8	2171/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2094							
159	136	543/2	543/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2095							
159	136	541/2	541/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2096							
159	136	2165/8	2165/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2097							
159	136	1083/4	1083/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2098							
159	136	2167/8	2167/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2099							
159	136	271	271	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	2100							
159	136	2169/8	2169/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	2101							
159	136	1085/4	1085/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2102							
159	136	2171/8	2171/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2103							
159	136	543/2	543/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2104							
159	136	541/2	541/2	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2105							
159	136	271	271	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2106							
160	136	272	272	0.125	0	3/8	Chord	2/4	1	1	1/32		1/32	1	2107							
160	136	2177/8	2177/8	0.125	1/32	13/32	Chord	2/4	1	1	1/32		1/32	1	2108							
160	136	1089/4	1089/4	0.125	1/16	7/16	Chord	2/4	1	1	1/32		1/32	1	2109							
160	136	2179/8	2179/8	0.125	3/32	15/32	Chord	2/4	1	1	1/32		1/32	1	2110							
160	136	272	272	0.25	0	3/8	Chord	2/4	2	1	1/16		1/16	1	2111							
160	136	1089/4	1089/4	0.25	1/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2112							
161	137	545/2	545/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2113							
161	137	2181/8	2181/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2114							
161	137	1091/4	1091/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2115							
161	137	2183/8	2183/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2116							
161	137	273	273	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	2117							
161	137	2185/8	2185/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	2118							
161	137	1093/4	1093/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2119							
161	137	2187/8	2187/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2120							
161	137	547/2	547/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	2121							
161	137	2189/8	2189/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2122							
161	137	1095/4	1095/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2123							
161	137	2191/8	2191/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2124							
161	137	274	274	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	2125							
161	137	2193/8	2193/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	2126							
161	137	1097/4	1097/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	2127							
161	137	2195/8	2195/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	2128							
161	137	545/2	545/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2129							
161	137	1091/4	1091/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2130							
161	137	273	273	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2131							
161	137	1093/4	1093/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2132							
161	137	547/2	547/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2133							
161	137	1095/4	1095/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2134							
161	137	274	274	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2135							
161	137	1097/4	1097/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2136							
162	138	549/2	549/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2137							
162	138	2197/8	2197/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2138							
162	138	1099/4	1099/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2139							
162	138	2199/8	2199/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2140							
162	138	275	275	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	2141							
162	138	2201/8	2201/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	2142							
162	138	1101/4	1101/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2143							
162	138	2203/8	2203/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2144							
162	138	551/2	551/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2145							
